GENE 1	GENE 1 ID	GENE 2	GENE 2 ID	Untreated (Sscore)	MMS (Sscore) 	log10(conditional pvalue) 
PSY3	851091	IRE1	856478	0.217313	0.038257	0.19795
KIN4	854408	YAK1	853300	0.657031	0.392536	0.19795
AFT2	855899	RPI1	854687	0.350698	0.095114	0.19796
MMS1	856293	YAP1	855005	1.251408	1.71968	0.198
ACE2	850822	OTU1	850500	0.256261	0.55975	0.198
MMS22	851030	CTF8	856598	0.576324	0.311735	0.19803
MAL33	852600	PSK1	851216	0.679221	0.414617	0.19804
CLN1	855239	PPT1	853023	0.245731	0.549286	0.19805
YPL141C		CNA1	851153	0.064168	0.194928	0.19805
PIP2	854545	YAP5	854835	0.334374	0.653474	0.19806
GZF3	853334	RUB1	851717	0.079534	0.15878	0.19806
UME6	851788	EDS1	852321	0.405173	0.724315	0.19809
PPG1	855766	IXR1	853836	6.197868	6.986421	0.19809
RTT109	850658	KKQ8	853686	0.067018	0.192128	0.19809
ASK10	852989	RPH1	856916	0.628992	0.99065	0.1981
RAD17	854550	PUT3	853854	0.284233	0.028481	0.19812
EAF3	856134	YLR278C	850984	0.014296	0.255586	0.19813
PRR1	853744	YJL206C	853224	0.040029	0.222751	0.19814
DIG1	856058	MBP1	851503	0.364196	0.108397	0.19816
YPR022C		RTG2	852640	0.315852	0.635108	0.19817
AHC1	854188	PPT1	853023	0.460337	0.80235	0.19817
HRK1	854441	HDA1	855710	1.106728	1.575333	0.19817
KKQ8	853686	SWR1	851934	0.088146	0.150298	0.19818
CMK2	854144	SWE1	853252	0.011905	0.279638	0.19824
DAL80	853904	YDR067C		0.245556	0.549385	0.19826
YNL056W		PHO4	850594	0.525778	0.875424	0.19826
FMP48	852943	YFL052W		0.53795	0.273056	0.1983
YPR196W	856326	MRC1	850297	0.807341	0.523466	0.19834
HOT1	855208	SPT2	856908	0.729328	0.450015	0.19835
SLT2	856425	PHO4	850594	0.920049	0.636138	0.19837
PUT3	853854	PPH21	851421	0.063865	0.199235	0.19842
VAC14	851102	PTK1	853635	0.035695	0.227413	0.19843
PDR1	852871	VPS72	852096	0.646863	0.381812	0.19844
SSK22	850436	PTC4	852422	0.871671	0.587664	0.19845
SSN3	856065	VAC14	851102	1.747166	1.451141	0.19845
CLB6	853003	FZF1	852638	0.956195	1.394491	0.19846
SMK1	856167	HMS2	853612	0.028964	0.320842	0.19851
RTG1	854087	TOF1	855448	0.460324	0.802888	0.19855
TOF1	855448	TOS8	852783	0.619558	0.354364	0.19856
PIP2	854545	AZF1	854280	0.257581	0.001323	0.19858
YPL109C	855995	LCB4	854342	1.392817	1.870336	0.19858
KSP1	856482	MAL33	852600	0.298178	0.60245	0.1986
SUM1	851905	OAF1	851247	0.510471	0.245218	0.19861
IME2	853338	DIA3	851537	0.265241	0.00894	0.19862
DIA3	851537	RXT2	852392	0.75559	0.475936	0.19863
YPK2	855130	YKL171W		0.427281	0.170963	0.19863
GAT1	850523	DUN1	851457	0.47441	0.209105	0.19866
ARK1	855711	KCC4	850334	0.24423	0.012126	0.19867
SIP4	853356	ATG1	852695	1.83755	2.396693	0.19869
YAP1	855005	RIM101	856358	2.643923	3.256984	0.19876
RTG1	854087	STB5	856583	1.67078	2.207085	0.1988
RSF2	853592	PTC2	856823	0.644315	0.378853	0.1988
YPR022C		GTS1	852694	0.165175	0.091357	0.19883
CYC8	852410	FUS3	852265	0.292156	0.035614	0.19884
SPT23	853848	MEC1	852433	0.18504	0.071539	0.19887
RLM1	856016	RFX1	850873	1.157393	0.860791	0.1989
SKO1	855554	PPZ2	852046	0.443571	0.786667	0.19891
YAP7	854129	GCR2	855522	1.412724	1.890928	0.19891
RTT101	853400	PGD1	852860	0.437795	0.176878	0.19893
STB4	855033	CYC8	852410	0.395547	0.138891	0.19894
HIR2	854203	KSP1	856482	0.868183	1.307373	0.19894
CRZ1	855704	FZF1	852638	0.634332	0.368707	0.19894
HOT1	855208	GAT2	855167	1.968978	2.528766	0.19896
PIP2	854545	CLB6	853003	0.348057	0.09135	0.19899
PIP2	854545	HIR3	853605	0.037025	0.329507	0.19899
BDF1	851115	PTC3	852224	0.410147	0.153426	0.199
DBF20	856227	CTF8	856598	0.030911	0.323425	0.19901
SKO1	855554	MIG3	856750	0.445254	0.788547	0.19904
AKL1	852351	HIR1	852275	0.929114	1.368512	0.19905
SLT2	856425	MIG1	852848	1.761762	2.298806	0.19912
DMA2	855607	OTU1	850500	0.466175	0.20035	0.19912
PGD1	852860	YCR095C		0.371619	0.692248	0.19917
SET3	853900	HMS2	853612	0.101196	0.138293	0.1992
RXT2	852392	KIN3	851273	0.366703	0.109749	0.19921
ROX1	856178	PGD1	852860	0.44201	0.180767	0.19922
YPL141C		PKH3	852077	0.018774	0.252394	0.19924
STB1	855407	DAT1	854927	0.676927	1.040402	0.19927
RSF2	853592	YAK1	853300	0.174288	0.467197	0.19933
YKL161C		PTP1	851368	0.573018	0.306925	0.19935
HIR2	854203	KIN2	850785	0.144799	0.112311	0.19935
ARR1	856329	PDR3	852278	0.001131	0.291811	0.19936
YPK2	855130	PUT3	853854	1.262155	0.964943	0.19938
YAP1	855005	PML1	850703	0.883597	0.598445	0.19939
YPR022C		EDS1	852321	0.014101	0.278915	0.19941
WTM2	854404	DMA2	855607	0.294838	0.037639	0.19943
MAL13	853205	YBR028C		0.49647	0.230269	0.19945
YNR063W	855800	ACA1	856769	0.178582	0.078647	0.19946
GAL80	854954	ARO80	852031	0.097519	0.39061	0.19947
RAD51	856831	RRI1	851310	0.169682	0.462829	0.19952
RGM1	855220	PGD1	852860	0.655454	0.38914	0.19955
PUT3	853854	CKB1	852865	0.16767	0.089681	0.19957
YNR063W	855800	MRK1	851480	0.523285	0.256895	0.19961
PUT3	853854	TWF1	852971	0.613451	0.977465	0.19961
STB5	856583	SUT1	852714	0.402925	0.145431	0.1997
ISR1	856221	CHA4	850787	0.32507	0.06754	0.19974
RSC2	851071	YKR064W		0.134601	0.122945	0.19975
YPS1	850811	NNF2	852980	0.514438	0.247876	0.19977
TEP1	855595	SWI6	850879	0.422006	0.747933	0.19981
PRK1	854713	PSY4	852234	0.688386	0.42171	0.19987
SIW14	855699	CLB3	851400	0.950177	1.391162	0.19989
AHC1	854188	PRR1	853744	0.610344	0.343633	0.1999
HMS2	853612	RCK1	852719	0.40181	0.144066	0.19993
RLM1	856016	PLM2	852112	0.999084	0.71324	0.19996
RDS2	855970	WAR1	854899	0.034909	0.229927	0.19996
TYE7	854525	FUS3	852265	2.435307	2.054354	0.19997
EAF3	856134	SAT4	850366	0.023849	0.317564	0.19997
MSN2	855053	TOS3	852696	0.629291	0.362469	0.19999
RSC1	852947	GAT1	850523	1.064824	0.778918	0.20001
NNF2	852980	KIN1	851700	0.019768	0.273988	0.20001
PPR1	850701	SIP4	853356	0.331949	0.074106	0.20002
SET2	853271	CHK1	852577	0.006478	0.287289	0.20002
PPR1	850701	HIR3	853605	0.417159	0.761901	0.20003
AZF1	854280	ARO80	852031	0.132171	0.12576	0.2001
TEP1	855595	KKQ8	853686	0.120642	0.119777	0.20011
AZF1	854280	TEP1	855595	0.411839	0.153859	0.20015
LTP1	856187	OAF1	851247	0.001871	0.295807	0.20015
LCB4	854342	YNR063W	855800	0.472004	0.205001	0.20015
MEK1	854533	LCB4	854342	0.045376	0.219706	0.20018
TOS4	850880	CDC28	852457	0.045395	0.219687	0.20018
YPL109C	855995	PTC3	852224	0.704651	0.437595	0.2002
SET2	853271	KSS1	852931	0.328946	0.651012	0.20022
MSN2	855053	OTU1	850500	0.414049	0.155988	0.20022
CLN2	855819	HOT1	855208	0.622734	0.987721	0.20024
CUP2	852710	SSK22	850436	0.341965	0.083828	0.20029
ASK10	852989	RDS1	850470	0.472704	0.817837	0.2003
PSY2	855520	RCK1	852719	0.642905	0.375718	0.20032
UME1	855964	RAD9	851803	0.477273	0.210066	0.20033
SLX8	856852	MOT2	856799	0.78581	0.499476	0.20036
CBF1	853523	RPI1	854687	1.219237	0.920783	0.20036
YNL217W	855504	CAD1	852033	0.011092	0.283118	0.20037
YPL109C	855995	MSS11	855200	0.082269	0.158421	0.20038
MBF1	854474	MSS11	855200	0.145721	0.439992	0.20042
MGA2	854851	YDR266C		0.309275	0.050989	0.20043
PTK1	853635	YKL171W		0.870554	1.31254	0.20043
CTI6	855920	SOK2	855030	2.45305	3.070586	0.20047
OCA1	855624	PTC1	851558	2.309978	1.928148	0.20051
YAP7	854129	PSY3	851091	0.113329	0.407731	0.20052
PTC5	854257	GAT2	855167	0.541966	0.274538	0.20053
RAD17	854550	DMA1	856515	0.064124	0.201404	0.20058
SMK1	856167	YPL109C	855995	0.414576	0.74157	0.20058
ASK10	852989	MTH1	851870	0.468011	0.200447	0.20065
YKL161C		NNF2	852980	0.318215	0.059675	0.20066
SSN3	856065	RGT1	853828	0.284448	0.02588	0.20068
NRG1	851613	TBS1	852447	1.091566	1.565249	0.20069
YAP7	854129	YER130C		0.249321	0.556411	0.20076
STP2	856397	BUB1	853100	0.144742	0.439444	0.20076
ELP3	856019	RAD51	856831	0.135836	0.430548	0.20077
LEU3	851172	DCN1	850819	0.015275	0.257703	0.2008
UME1	855964	MRK1	851480	0.365312	0.106613	0.2008
KKQ8	853686	YGR067C	852958	0.788049	1.18197	0.20082
RTG1	854087	RDS1	850470	0.809856	1.203794	0.20083
MKK1	854406	PKH2	854053	0.141901	0.116854	0.20085
YNL056W		YPK1	853733	0.309794	0.050983	0.2009
MSN1	854033	YNR047W		0.07093	0.365837	0.20093
DBF20	856227	MET18	854678	4.766128	5.564336	0.20094
MDS3	852678	YBR239C		0.37085	0.111972	0.20097
PKH3	852077	MEC1	852433	0.025416	0.320378	0.20097
TPK2	855898	SMP1	852480	0.518515	0.250577	0.20098
PML1	850703	STB5	856583	0.678356	1.044513	0.201
RRI1	851310	TBS1	852447	0.203469	0.510878	0.20101
ACE2	850822	OAF1	851247	0.889175	0.602039	0.20102
EAF3	856134	PKH1	852101	0.109422	0.40444	0.20102
CUP2	852710	PPH22	851339	0.394291	0.71746	0.20103
ACE2	850822	SWI5	851724	1.692841	1.393522	0.20104
MMS1	856293	MGA1	853164	0.76481	0.48227	0.20105
CLN2	855819	PPH3	851647	0.486786	0.840626	0.20106
PPQ1	855923	GIS1	851670	0.054535	0.211552	0.20107
ACE2	850822	SWI4	856847	0.621556	0.987927	0.20113
CLN1	855239	VHS1	851834	0.365941	0.689254	0.20114
CKA1	854776	PKH1	852101	0.324261	0.06519	0.20114
PDR1	852871	RAD51	856831	1.399791	1.882563	0.20115
DAT1	854927	KSP1	856482	0.604568	0.970959	0.20115
TWF1	852971	PRR2	851312	0.101107	0.3963	0.20116
LCB4	854342	HOT1	855208	0.171204	0.087904	0.20118
FZF1	852638	MIG3	856750	0.059676	0.354906	0.20119
YPS1	850811	PKH1	852101	0.026516	0.321752	0.20119
AHC1	854188	YBL054W		0.326591	0.067465	0.20119
AFT2	855899	WTM2	854404	0.099149	0.142378	0.2012
PML1	850703	IRE1	856478	0.528374	0.260169	0.20121
BDF1	851115	RIM15	850511	0.858709	1.30222	0.20124
YPR022C		PBS2	853313	0.3307	0.071509	0.20125
PHO23	855626	YOX1	854981	0.287458	0.02826	0.20126
KIN4	854408	RSC2	851071	1.014062	0.726626	0.20127
SSK22	850436	THI2	852542	0.432525	0.173311	0.20127
YMR291W		YDR067C		0.094423	0.389769	0.20128
CTF18	855102	DOT6	856822	0.690497	1.073875	0.20129
SER2	853122	EAF5	856696	0.172404	0.46778	0.2013
BAS1	853974	SWR1	851934	2.568387	2.185287	0.2013
ASH1	853650	OAF1	851247	0.727339	0.444464	0.20133
AZF1	854280	YER184C		0.780932	1.175733	0.20135
FAR10	850939	GAT4	854830	1.0334	0.74583	0.20138
YAK1	853300	SET1	856519	1.068078	0.780509	0.20138
STB2	855075	IME2	853338	0.160133	0.455609	0.20138
DAL80	853904	HAP3	852260	0.178692	0.080665	0.2014
HAL9	854064	PHO2	851452	0.241316	0.018043	0.20141
SWI5	851724	RTG3	852171	0.689856	1.0735	0.20146
YPL109C	855995	ARK1	855711	0.223255	0.03619	0.20148
PSY3	851091	YKL171W		0.090106	0.151708	0.20148
SET1	856519	SER2	853122	0.690858	1.074537	0.20148
WWM1	850538	SWI4	856847	0.140438	0.119015	0.20149
YPL236C		RAD17	854550	0.867117	1.311128	0.20151
KKQ8	853686	YCK1	856537	0.880012	0.592268	0.20152
SKO1	855554	SOK2	855030	1.443066	1.926623	0.20153
PTC1	851558	ISW1	852547	0.833807	1.269707	0.20154
TOF1	855448	SER2	853122	0.091666	0.150255	0.20158
KSS1	852931	VPS72	852096	0.227045	0.032531	0.2016
SKS1	856081	BAS1	853974	0.596095	0.327454	0.2016
YNL217W	855504	NDT80	856524	0.438912	0.785981	0.20162
PHD1	853823	PPS1	852579	0.05964	0.207099	0.20165
GAT2	855167	MRK1	851480	0.427514	0.167877	0.20166
EAF3	856134	PPT1	853023	0.333522	0.073861	0.20168
HAL9	854064	FUS3	852265	1.218964	1.694723	0.20173
IME1	853556	SNT2	852746	0.871547	1.316068	0.20178
MOT2	856799	PPS1	852579	0.14654	0.11324	0.20179
FKH2	855656	VIP1	851126	0.239726	0.020114	0.20184
ISR1	856221	YPL109C	855995	0.145474	0.114376	0.20185
PUT3	853854	CUP2	852710	1.089239	0.801098	0.20185
RCK2	850950	SSK22	850436	1.034998	1.511044	0.20187
ROX1	856178	CAD1	852033	0.463674	0.194711	0.20188
SIW14	855699	ECM22	850928	0.089479	0.152753	0.20189
BCK1	853350	RTG2	852640	0.128857	0.424965	0.20189
CAT8	855323	ACE2	850822	0.524243	0.879352	0.2019
CUP9	855926	SWI4	856847	2.757095	3.378387	0.2019
PDR3	852278	KIN3	851273	0.046692	0.220388	0.20196
YOX1	854981	GIS1	851670	0.031193	0.235894	0.20196
FAB1	850574	PLM2	852112	0.316932	0.056956	0.20197
YPL150W	855953	GTS1	852694	0.660117	0.391045	0.20198
YCK2	855568	MIG2	852663	0.258594	0.001392	0.20198
SIN3	854158	PTK1	853635	0.005692	0.290581	0.20202
EAF5	856696	KIN1	851700	0.211869	0.048161	0.20202
SSK2	855765	KIN2	850785	0.494001	0.224853	0.20205
RAD51	856831	MRK1	851480	0.53555	0.266395	0.20205
MSG5	855674	YBL054W		0.084967	0.17862	0.20209
PPQ1	855923	BDF1	851115	0.079159	0.184428	0.20209
PRK1	854713	WWM1	850538	0.110292	0.406664	0.2021
RAD53	855950	SAK1	856866	0.281439	0.021306	0.20211
ISR1	856221	NDT80	856524	0.588561	0.956448	0.20211
CLN2	855819	CBF1	853523	0.968176	0.67966	0.20216
HOT1	855208	GAT4	854830	0.362163	0.101965	0.20217
FAB1	850574	UPC2	851799	0.170729	0.46718	0.20217
DIG1	856058	YPS1	850811	0.022943	0.247617	0.20224
MBF1	854474	SWC5	852532	0.060158	0.356721	0.20226
MET31	856069	HMS1	854197	0.034759	0.232679	0.20227
KIN4	854408	HDA1	855710	0.55438	0.910031	0.20227
SPS18	855517	YJL057C		0.387107	0.712041	0.20232
SKY1	855256	SAE2	852700	0.1527	0.449339	0.20232
KNS1	850641	PHO2	851452	1.316661	1.793646	0.20234
KSS1	852931	RCK1	852719	0.184775	0.075603	0.20234
VPS75	855475	KIN3	851273	0.25091	0.009481	0.20235
SMK1	856167	ASK10	852989	0.210868	0.520019	0.20235
AFT2	855899	EAF7	855586	0.725326	0.441191	0.20238
RAD51	856831	ARG82	851753	0.193036	0.067425	0.20241
CIN5	854193	ELM1	853818	0.319148	0.058693	0.20241
STP1	852074	YDR067C		0.513548	0.24397	0.20243
PKH2	854053	PPZ2	852046	1.342516	1.819742	0.20246
FAR10	850939	YBR028C		0.007274	0.304149	0.20251
PHO80	854161	CUP2	852710	0.795538	1.19242	0.2026
STB1	855407	YML081W		0.654604	1.023282	0.20263
ARK1	855711	FZF1	852638	0.198776	0.061928	0.20263
HAP5	854540	PPZ1	854992	0.685098	1.070667	0.20265
SMK1	856167	RRI1	851310	0.833347	0.544207	0.20267
PKH1	852101	GAL3	851572	0.238656	0.022102	0.20268
TWF1	852971	PHO2	851452	0.817782	0.52864	0.20268
WAR1	854899	SET3	853900	0.349992	0.675443	0.2027
CTF18	855102	CMP2	854946	0.080688	0.377798	0.2027
LCB5	850964	STB5	856583	1.265301	0.963838	0.20274
YPL230W		EDS1	852321	0.319385	0.058552	0.20275
VIP1	851126	YER130C		0.00965	0.306823	0.20275
YPL230W		HRK1	854441	0.8262	0.536921	0.20279
SIW14	855699	YDL025C		0.019584	0.255711	0.20281
FZF1	852638	NRG1	851613	0.417337	0.747436	0.20282
MOT3	855092	ARG81	854874	0.238214	0.022712	0.20284
PHO4	850594	YER130C		0.79019	0.500834	0.20285
MRC1	850297	TEC1	852377	0.094312	0.391628	0.20286
HSL1	853760	HAC1	850513	0.69511	1.081051	0.20288
MIG3	856750	YDR067C		0.293195	0.603079	0.20291
IME2	853338	YJL057C		0.551989	0.908595	0.20291
PPZ1	854992	RTG2	852640	0.959081	0.669646	0.20292
HAP2	852614	MDS3	852678	1.467503	1.953925	0.20294
SIP4	853356	YCR079W		0.118122	0.415533	0.20294
PHO80	854161	FIG4	855392	0.274349	0.013279	0.20297
YAP7	854129	BAS1	853974	0.779004	0.489501	0.20297
SET1	856519	TEC1	852377	0.824204	0.534693	0.20298
ACE2	850822	NNF2	852980	1.347435	1.045653	0.20299
CNA1	851153	RCK1	852719	1.182003	0.880225	0.20299
ARO80	852031	PSY4	852234	0.131185	0.428667	0.20299
CMP2	854946	CDC28	852457	0.563813	0.29357	0.20301
WTM2	854404	MBP1	851503	0.665305	0.395042	0.20303
YPL109C	855995	RCK2	850950	0.401884	0.732277	0.20303
YPL230W		EAP1	853631	0.42153	0.770747	0.20309
HMS1	854197	RAD5	850719	0.664853	0.394515	0.2031
HAT1	856106	MBF1	854474	0.204012	0.057204	0.2031
YML081W		GZF3	853334	0.335945	0.661939	0.2031
PKH3	852077	RDS1	850470	0.156968	0.104264	0.20312
JHD1	856777	PPH22	851339	0.482394	0.839334	0.20313
YFL052W		RAD18	850430	0.128612	0.426261	0.20313
SKS1	856081	IRE1	856478	0.140032	0.121222	0.20314
FKH2	855656	YKR064W		0.236924	0.5471	0.20314
PPR1	850701	SMP1	852480	0.295744	0.034479	0.20315
ARK1	855711	TWF1	852971	0.767498	1.165327	0.20317
BAS1	853974	STP2	856397	0.6089	0.338436	0.20321
IXR1	853836	KIN82	850453	1.363312	1.84204	0.20321
YAK1	853300	HAC1	850513	1.069041	0.779148	0.2033
CLN2	855819	RPN4	851542	0.575748	0.305179	0.2033
STP2	856397	PRE9	853036	0.616983	0.986741	0.20332
YRR1	854333	CLA4	855418	0.463898	0.193302	0.20333
PBS2	853313	YDR026C		0.263485	0.002015	0.20334
KIN2	850785	SER2	853122	0.349085	0.675419	0.20335
VAC14	851102	MET32	851840	0.229104	0.032408	0.20337
TYE7	854525	GCN2	851877	0.325809	0.064305	0.20337
HMS2	853612	RDS1	850470	0.349138	0.087626	0.20337
GAT2	855167	SWI6	850879	0.411999	0.761622	0.20337
SWE1	853252	SDP1	854693	0.545656	0.902982	0.20339
TEA1	854515	GAL3	851572	0.236942	0.024586	0.20339
HSL1	853760	HIR1	852275	0.631757	0.360991	0.20348
GCR2	855522	FZF1	852638	0.610455	0.980464	0.20349
PTP2	854383	PHO23	855626	0.087185	0.177957	0.2035
CTF8	856598	YDL025C		0.472782	0.830285	0.20351
PKH3	852077	PSY4	852234	0.082771	0.182382	0.20351
MGA1	853164	RPN4	851542	0.830604	0.540442	0.20352
RDS2	855970	TEP1	855595	0.080978	0.184203	0.20353
CTK2	853450	NNF2	852980	0.669034	1.039111	0.20353
CAT8	855323	RRI1	851310	1.20107	0.898591	0.20354
YNL217W	855504	DIA3	851537	0.109288	0.134634	0.20355
PPZ2	852046	CDC28	852457	0.25493	0.006783	0.20356
LEU3	851172	DMA1	856515	0.408814	0.147082	0.20358
GZF3	853334	FMP48	852943	0.255028	0.006729	0.2036
KIN2	850785	NHP10	851562	0.135416	0.433665	0.20361
EAP1	853631	RCK1	852719	0.702909	1.090057	0.20363
CLB4	850907	NDT80	856524	0.472175	0.829938	0.20368
YPL109C	855995	SWI6	850879	0.001287	0.297049	0.20368
YPL109C	855995	CRZ1	855704	0.798633	0.508269	0.20368
NPR1	855538	MSN2	855053	0.227083	0.53797	0.20369
JHD1	856777	MBP1	851503	0.170071	0.091806	0.20371
SKY1	855256	IME1	853556	1.225463	0.922759	0.20372
MAL13	853205	FMP48	852943	0.704193	0.433135	0.20374
BYE1	853865	MET32	851840	0.816579	0.526124	0.20376
BDF1	851115	DUN1	851457	0.254485	0.007457	0.20377
CLB4	850907	YBR239C		0.012616	0.285887	0.20381
CKB2	854204	PTC3	852224	0.571601	0.300438	0.20383
SKN7	856613	HEX3		0.380209	0.707229	0.20385
CKB2	854204	GIS1	851670	0.275818	0.013768	0.20387
ROX1	856178	IME1	853556	0.842045	0.551461	0.20387
CLN1	855239	SSK22	850436	0.031494	0.330101	0.2039
RSF2	853592	MIG1	852848	0.881538	1.330059	0.20392
PSY3	851091	RSF2	853592	0.21969	0.042471	0.20397
YVH1	854844	YDR049W		0.296298	0.034128	0.20398
SCY1	852797	PHO5	852390	0.22026	0.04192	0.20399
PPZ2	852046	INO2	851701	0.29754	0.608843	0.20401
REI1	852569	PDR3	852278	0.196862	0.065341	0.20401
LEU3	851172	YAP6	851846	0.411107	0.148813	0.20409
TEA1	854515	ADA2	852059	0.15739	0.104946	0.20413
ATG1	852695	ARO80	852031	0.164544	0.097847	0.20418
ARR1	856329	ARG80	855059	0.557983	0.286406	0.2042
KIN4	854408	FKH2	855656	0.618818	0.989943	0.20421
YKL161C		HAL5	853274	0.277084	0.014644	0.20422
JHD1	856777	GCN2	851877	1.055525	0.764519	0.20422
RPH1	856916	UGA3	851384	0.587934	0.316294	0.20425
TOS4	850880	SPT2	856908	0.299094	0.036567	0.2043
GAT1	850523	ISW1	852547	0.502266	0.230558	0.20431
FKH1	854675	RAD9	851803	0.408127	0.740325	0.20434
YNL217W	855504	ASH1	853650	0.161706	0.100866	0.20435
HOG1	850803	KSP1	856482	0.272711	0.584483	0.20437
ECM22	850928	MBP1	851503	0.959349	0.668106	0.20441
CLN1	855239	ASH1	853650	0.584154	0.312309	0.20443
ARG80	855059	YHP1	852062	0.327191	0.655043	0.20446
DCN1	850819	PPH3	851647	0.361858	0.689716	0.20447
DAL82	855402	TEP1	855595	1.256782	0.953119	0.20448
STP2	856397	YCK3	856860	0.271226	0.008482	0.2045
DAL82	855402	DAL80	853904	0.076655	0.376032	0.20452
SSN8	855706	PHO2	851452	0.812097	0.520678	0.20456
UGA3	851384	MBP1	851503	0.527096	0.886171	0.20456
ADR1	851802	UGA3	851384	0.026555	0.246637	0.20456
MBF1	854474	CUP2	852710	0.329088	0.066248	0.20459
SKO1	855554	NDT80	856524	0.011749	0.311257	0.20462
UBC13	851666	TBS1	852447	0.537917	0.265849	0.20463
HAL9	854064	CDC28	852457	0.174111	0.486222	0.20463
MET31	856069	HSL1	853760	1.208339	0.904468	0.20465
RAD53	855950	ARK1	855711	0.555943	0.28384	0.20466
CKB2	854204	SAT4	850366	0.647206	1.019058	0.20468
YPR022C		HRK1	854441	1.196809	0.892873	0.2047
PSY2	855520	OAF1	851247	0.660625	0.388451	0.20472
ARG80	855059	TBS1	852447	0.224526	0.038479	0.20474
ATG1	852695	GIS1	851670	0.971262	0.679605	0.20475
MKK2	855963	SUT1	852714	0.31876	0.647024	0.20477
YRR1	854333	STB2	855075	0.324072	0.061022	0.20478
SUT1	852714	YER130C		1.37917	1.075123	0.20479
TEA1	854515	SET1	856519	0.627014	0.354758	0.2048
YAP5	854835	SAT4	850366	0.056634	0.356414	0.20484
UME1	855964	PRE9	853036	0.151955	0.111179	0.20486
YRR1	854333	MRK1	851480	0.165356	0.097801	0.20488
YCK2	855568	STB2	855075	0.647866	1.02003	0.20488
PLM2	852112	FUS3	852265	0.643458	0.371093	0.20489
NNF2	852980	DIA3	851537	0.294086	0.030916	0.20489
ARR1	856329	YDL025C		0.072022	0.19467	0.2049
LEU3	851172	ELM1	853818	0.545278	0.272839	0.20496
MSN4	853803	CLB1	853002	0.606435	0.978714	0.20496
PGD1	852860	KIN3	851273	0.500134	0.227668	0.20498
SET2	853271	SEF1	852214	0.10427	0.404235	0.20499
YMR291W		YAP3	856377	0.838795	1.289311	0.20499
KNS1	850641	YJL057C		0.081619	0.163791	0.20501
ARR1	856329	PSK2	854111	0.379418	0.116118	0.20501
MKK1	854406	RTT101	853400	0.053201	0.353213	0.20503
CKI1	850824	YBL054W		1.178728	1.661105	0.20504
AZF1	854280	FZF1	852638	0.222753	0.535395	0.20504
PHO23	855626	VAC14	851102	1.204307	0.899857	0.20511
CKA2	854227	PML1	850703	0.440001	0.172168	0.20515
CLB2	856236	YBL054W		0.368553	0.105086	0.20517
NUT1	852726	KIN82	850453	0.870045	0.577885	0.20517
CIN5	854193	ARO80	852031	0.72093	1.122094	0.20518
GAL80	854954	PHO5	852390	0.092762	0.392978	0.20519
SKN7	856613	MBP1	851503	0.408732	0.145228	0.2052
STB1	855407	DMA2	855607	0.189437	0.074109	0.20524
ACE2	850822	RDS1	850470	1.634061	1.329427	0.20525
RME1	852935	CDC28	852457	0.039203	0.231594	0.20527
OTU1	850500	AKL1	852351	0.505524	0.232725	0.20528
CAD1	852033	AKL1	852351	0.400144	0.729152	0.20531
STB2	855075	SUT1	852714	1.033054	0.74073	0.20531
PTC3	852224	KIN3	851273	0.550001	0.910206	0.20532
PHD1	853823	KCC4	850334	0.423027	0.15936	0.20535
YFL052W		PTC3	852224	0.945555	0.653163	0.20536
MKK1	854406	IRE1	856478	0.509095	0.236208	0.20536
GAT2	855167	MGA2	854851	0.015504	0.315977	0.2054
HAP2	852614	SPT2	856908	0.306938	0.043219	0.2054
YML081W		FAR10	850939	0.141953	0.121784	0.20541
PRR1	853744	YCR095C		0.168632	0.469123	0.20542
CLN2	855819	RTG3	852171	1.804432	2.379617	0.20542
MSN1	854033	GPT2	853941	0.213911	0.049887	0.20547
PTP1	851368	OAF1	851247	0.877152	0.584617	0.20548
HIR2	854203	CKA1	854776	1.550605	1.245639	0.20552
HDA1	855710	MIH1	855052	0.871888	1.323479	0.20556
PPR1	850701	CLB1	853002	0.391291	0.720651	0.20557
CTI6	855920	AKL1	852351	0.184595	0.079342	0.2056
YNL217W	855504	SET2	853271	1.233507	0.928427	0.20561
SOK2	855030	SIP4	853356	0.810093	1.253476	0.20562
RGT1	853828	CHK1	852577	0.110573	0.411364	0.20566
SMK1	856167	YKU70	855328	0.094574	0.151509	0.20568
SKO1	855554	SIP4	853356	0.335226	0.071099	0.20577
CLA4	855418	HEX3		2.003927	2.579947	0.20577
TPK3	853688	RPH1	856916	0.205691	0.519283	0.20578
BDF1	851115	OTU1	850500	0.324194	0.653835	0.20578
WTM2	854404	DOT6	856822	0.359604	0.09545	0.2058
ISR1	856221	MET28	854834	0.022064	0.278926	0.20582
LEU3	851172	SUM1	851905	0.021548	0.279485	0.20585
GAT2	855167	CDC28	852457	0.671689	0.398246	0.20585
PPZ1	854992	KCC4	850334	0.023708	0.255105	0.20586
ISR1	856221	SPT23	853848	0.31692	0.052691	0.20587
SIP3	855464	VPS71	854966	1.019072	0.726001	0.20592
KNS1	850641	YDR067C		0.262898	0.576681	0.20593
SOK2	855030	EDS1	852321	0.067518	0.20034	0.20595
YOX1	854981	EAF5	856696	0.069823	0.198043	0.20596
BYE1	853865	DIA3	851537	0.268059	0.003721	0.20597
YAP5	854835	REI1	852569	0.023684	0.255261	0.20598
HDA1	855710	PTC2	856823	0.833189	1.277255	0.20599
